taxon_name,taxon_name_original,taxname_source,entity_type_tax,taxon_family,life_stage_generic,life_stage_taxon_specific,caste,sex,trait_name,entity_type,value_type,unit_numeric,value,replicates,measurement_remarks,method_number,observation_number,methods,site_name,site_latitude,site_longitude,site_date_of_visit,site_description,site_fire_impact,collection_date,associated_plant_taxa,plant_relation_description,associated_fauna_taxa,associated_fauna_taxa_synonyms,fauna_relation_description,taxname_issues_description,context,source_key,source_doi,source_citation,source_type,secondary_citation
Glycaspis (Glycaspis) brimblecombei,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, form round lerps, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus mannifera maculosa,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1964). Observations on some Australian forest insects. 18. Four new species of Glycaspis (Homoptera: Psyllidae) from Queensland. Proceedings of the Linnean Society of New South Wales, 89, 163-166; Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; White, T. C. R. (1972). The production of amylose in the faeces of psyllid larvae with special reference to the lerps of Cardiaspina densitexta. Journal of Insect Physiology, 18, 2359-2367; Moore, K. M. (1983). New species and records of Glycaspis Taylor (Homoptera: Spondyliaspidae) with phyletic groupings. Journal of the Australian Entomological Society, 22, 177-184; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp; Carver, M. (1987). Distinctive motory behaviour in some adult psyllids (Homoptera: Psylloidea). Journal of the Australian Entomological Society, 26, 369-372; Moore, K. M. (1988). A new species of Glycaspis (Homoptera: Spondyliaspididae) and some new host records. Proceedings of the Linnean Society of New South Wales, 110, 25-26; Taylor, G. S. (1992). The structure of the eggs of some Australian Psylloidea (Hemiptera). Journal of the Australian Entomological Society, 31, 109-117; Brennan, E. B., Gill, R. J., Hrusa, F. G. & Weinbaum, S. A. (1999). First record of Glycaspis brimblecombei (Moore) (Homoptera: Psyllidae) in North America: initial observations and predator associations of a potentially serious new pest of Eucalyptus in California. Pan-Pacific Entomologist, 75, 55-57; Garrison, R. W. (1999). New agricultural pest for southern California. Redgum lerp psyllid, Glycaspis brimblecombei. California Plant Pest & Disease Report 18(1–2): 6-8; Brennan, E. B. & Weinbaum, S. A. (2001). Effect of epicuticular wax on adhesion of psyllids to glaucous juvenile and glossy adult leaves of Eucalyptus globulus Labillardiere. Australian Journal of Entomology, 40, 270-277; Brennan, E. B. & Weinbaum, S. A. (2001). Performance of adult psyllids in no-choice experiments on juvenile and adult leaves of Eucalyptus globulus. Entomologia Experimentalis et Applicata, 100, 179-185; Brennan, E. B. & Weinbaum, S. A. (2001). Stylet penetration and survival of three psyllid species on adult leaves and 'waxy' and 'de-waxed' juvenile leaves of Eucalyptus globulus. Entomologia Experimentalis et Applicata, 100, 355-363; Maryanska-Nadachowska, A., Taylor, G. S. & Kuznetsova, V. A. (2001). Meiotic karyotypes and structure of testes in males of 17 species of Psyllidae: Spondyliaspidinae (Hemiptera: Psylloidea) from Australia. Australian Journal of Entomology, 40, 349-356; Paine, T. D., Dahlsten, D. L., Millar, J. G, Hoddle, M. S. & Hanks, L. M. (2001). US scientists apply IPM techniques to new eucalyptus pests. California Agriculture, 54(6), 8-13."
Agelaeopsylla maculatae,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva free-living, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus maculata,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1990). The Tribe Ctenarytainini (Hemiptera: Psylloidea): a key to known Australian genera, with new species and two new genera. Invertebrate Taxonomy, 4, 95-121."
Cryptoneossa triangula,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva under deserted lerps, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus maculata,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1990). The Tribe Ctenarytainini (Hemiptera: Psylloidea): a key to known Australian genera, with new species and two new genera. Invertebrate Taxonomy, 4, 95-121; Gill, R. J. (1998). Recently introduced pests of Eucalyptus. California Plant Pest & Disease Report, 17(1–3), 21-24."
Eucalyptolyma maideni,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,"ACT, SA",NA,NA,NA,NA,NA,NA,Eucalyptus maculata,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1901). Australian Psyllidae. Part II. Proceedings of the Linnean Society of New South Wales, 26, 242-298; Basden, R. (1970). A note on the composition of the lerp and honeydew of Eucalyptolyma maidenii Froggatt. Proceedings of the Linnean Society of New South Wales, 95, 9-10; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp; Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Journal of the Australian Entomological Society, 26, 97-127; Gill, R. J. (2001). New State records. Spotted gum lerp psyllid, Eucalyptolyma maideni. California Plant Pest & Disease Report, 19(3–6), 26."
Blepharocosta marmorata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva leaf curl-inducer, lerp-former, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,"Eucalyptus macrorhyncha, Eucalyptus pauciflora, Eucalyptus rossii",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1900). Australian Psyllidae. Proceedings of the Linnean Society of New South Wales, 25, 250-302; Tuthill, L. D. & Taylor, K. L. (1955). Australian genera of the Family Psyllidae (Hemiptera, Homoptera). Australian Journal of Zoology, 3, 227-257; Taylor, K. L. (1992). Blepharocosta, a new genus of Australian Spondyliaspidinae (Hemiptera: Psylloidea). Invertebrate Taxonomy, 6, 131-141."
Australopsylla revoluta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva leaf curl-inducer, lerp-former, sap-sucker",NA,NA,NA,NSW,NA,NA,NA,NA,NA,NA,"Eucalyptus macrorhyncha, Eucalyptus moluccana",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1900). Australian Psyllidae. Proceedings of the Linnean Society of New South Wales, 25, 250-302; Tuthill, L. D. & Taylor, K. L. (1955). Australian genera of the Family Psyllidae (Hemiptera, Homoptera). Australian Journal of Zoology, 3, 227-257; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Glycaspis (Synglycaspis) inclusa,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva gall-inducer, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1961). Observations on some Australian forest insects. 7. The significance of the Glycaspis spp. (Hemiptera: Homoptera, Psyllidae) associations with their Eucalyptus spp. hosts; erection of a new subgenus and descriptions of thirty-eight new species of Glycaspis. Proceedings of the Linnean Society of New South Wales, 86, 127-167; Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1988). Associations of some Glycaspis species (Homoptera: Spondyliaspididae) with their Eucalyptus species hosts. Proceedings of the Linnean Society of New South Wales, 110, 19-24."
Glycaspis (Synglycaspis) occulta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva gall-inducer, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342."
Hyalinaspis nigricamera,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1962). The Australian genera Cardiaspina Crawford and Hyalinaspis Taylor (Homoptera: Psyllidae). Australian Journal of Zoology, 10, 307-348."
Hyalinaspis semispherula,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1962). The Australian genera Cardiaspina Crawford and Hyalinaspis Taylor (Homoptera: Psyllidae). Australian Journal of Zoology, 10, 307-348; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Hyalinaspis vitreipelta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,ACT,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1962). The Australian genera Cardiaspina Crawford and Hyalinaspis Taylor (Homoptera: Psyllidae). Australian Journal of Zoology, 10, 307-348."
Schedotrioza apicobystra,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Ainslie, ACT",NA,NA,29/09/1951,NA,NA,NA,Eucalyptus macarthuri,host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Glycaspis (Glycaspis) prepta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, forms oval lerps, sap-sucker",NA,NA,NA,VIC,NA,NA,NA,NA,NA,NA,"Eucalyptus longifolia, Eucalyptus melliodora",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Moore, K. M. (1989). A new species of Glycaspis Homoptera: Psyllidae) and additional information on host associations. Journal of the Australian Entomological Society, 28, 81-86."
Schedotrioza multitudinea,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Bermagui State Forest, NSW",NA,NA,31/10/1933,NA,NA,NA,Eucalyptus longifolia,"doubtful host plant species; from open galls on leaves of Euc. Longifolia; The label data of a specimen of S. multitudinea, having been reared from galls on E. longifolia Link 7 Otto, must be considered doubtful, especially as this eucalypt belongs to the subgenus Symphyomyrtus and all other records for S. multitudinea are from Monocalyptus.",NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Glycaspis (Glycaspis) schwarzi,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, form oval lerps, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,"Eucalyptus leucoxylon, Eucalyptus odorata, Eucalyptus porosa",host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Schwarz, E. A. (1898). Notes on lerp insects (Psyllidae) of Australia. Proceedings of the Entomological Society of Washington, 4, 66-73; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Schedotrioza distorta,NA,AFD,species,Triozidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,"Heywood Pk, SA",NA,NA,12/10/1961,NA,NA,NA,"Eucalyptus leucoxylon, Eucalyptus camadulensis",host plant species,NA,NA,NA,NA,NA,Taylor_1990,doi: 10.1071/IT9900721,"Taylor, S. (1990). Revision of the genus Schedotrioza Tuthill & Taylor (Homoptera?: Psylloidea?: Triozidae). Invertebrate Systematics, 4(4), 721–751. doi: 10.1071/IT9900724",article,NA
Anoeconeossa unicornuta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larvae live under deserted lerps of other psyllid species, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1987). Revision of Eucalyptolyma Froggatt (Homoptera: Psylloidea) with two new genera of Australian psyllids. Journal of the Australian Entomological Society, 26, 97-127; Carver, M. (1987). Distinctive motory behaviour in some adult psyllids (Homoptera: Psylloidea). Journal of the Australian Entomological Society, 26, 369-372; Maryanska-Nadachowska, A., Taylor, G. S. & Kuznetsova, V. A. (2001). Meiotic karyotypes and structure of testes in males of 17 species of Psyllidae: Spondyliaspidinae (Hemiptera: Psylloidea) from Australia. Australian Journal of Entomology, 40, 349-356."
Australopsylla revoluta,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva leaf curl-inducer, lerp-former, sap-sucker",NA,NA,NA,VIC,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Froggatt, W. W. (1900). Australian Psyllidae. Proceedings of the Linnean Society of New South Wales, 25, 250-302; Tuthill, L. D. & Taylor, K. L. (1955). Australian genera of the Family Psyllidae (Hemiptera, Homoptera). Australian Journal of Zoology, 3, 227-257; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp."
Cardiaspina artifex,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Schwarz, E. A. (1898). Notes on lerp insects (Psyllidae) of Australia. Proceedings of the Entomological Society of Washington, 4, 66-73; Froggatt, W. W. (1900). Australian Psyllidae. Proceedings of the Linnean Society of New South Wales, 25, 250-302; Tuthill, L. D. & Taylor, K. L. (1955). Australian genera of the Family Psyllidae (Hemiptera, Homoptera). Australian Journal of Zoology, 3, 227-257; Taylor, K. L. (1960). Additional information on the Australian genera of the Family Psyllidae (Hemiptera: Homoptera). Australian Journal of Zoology, 8, 383-391; Taylor, K. L. (1962). The Australian genera Cardiaspina Crawford and Hyalinaspis Taylor (Homoptera: Psyllidae). Australian Journal of Zoology, 10, 307-348."
Cryptoneossa vulgaris,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva under deserted lerps, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, K. L. (1990). The Tribe Ctenarytainini (Hemiptera: Psylloidea): a key to known Australian genera, with new species and two new genera. Invertebrate Taxonomy, 4, 95-121; Maryanska-Nadachowska, A., Taylor, G. S. & Kuznetsova, V. A. (2001). Meiotic karyotypes and structure of testes in males of 17 species of Psyllidae: Spondyliaspidinae (Hemiptera: Psylloidea) from Australia. Australian Journal of Entomology, 40, 349-356."
Ctenarytaina spatulata,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,NA,NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Taylor, G. S. (1997). Effect of plant compounds on the population dynamics of the Lerp insect, Cardiaspina albitextura Taylor (Psylloidea: Spondyliaspididae) on eucalypts. pp. 37-57 in Raman, A. (ed.). Ecology and Evolution of Plant-Feeding Insects in Natural and Man-Made Environments. New Delhi & Leiden : International Scientific Publications & Backhuys Publishers; Burckhardt, D., Santana, D. L. Q., Terra, A. L., de Andrade, F. M., Penteado, S. R. C., Iede, E. T. & Morey, C. S. (1999). Psyllid pests (Hemiptera, Psylloidea) in South American eucalypt plantations. Mitteilungen der Schweizerischen Entomologischen Gesellschaft, 72, 1-10; Brennan, E. B. & Weinbaum, S. A. (2001). Effect of epicuticular wax on adhesion of psyllids to glaucous juvenile and glossy adult leaves of Eucalyptus globulus Labillardiere. Australian Journal of Entomology, 40, 270-277; Brennan, E. B. & Weinbaum, S. A. (2001). Performance of adult psyllids in no-choice experiments on juvenile and adult leaves of Eucalyptus globulus. Entomologia Experimentalis et Applicata, 100, 179-185; Brennan, E. B. & Weinbaum, S. A. (2001). Stylet penetration and survival of three psyllid species on adult leaves and 'waxy' and 'de-waxed' juvenile leaves of Eucalyptus globulus. Entomologia Experimentalis et Applicata, 100, 355-363."
Glycaspis (Glycaspis) quornensis,NA,AFD,species,Psyllidae,NA,NA,NA,NA,ecological_dependency,NA,NA,NA,specialist,NA,"larva lerp-former, ?round lerps, sap-sucker",NA,NA,NA,SA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon,host plant species,NA,NA,NA,NA,NA,Hollis_2004,NA,"Hollis, David. (2004). Australian Psylloidea?: jumping plant lice and lerp insects. Australian Biological Resources Study.",book,"Moore, K. M. (1970). Observations on some Australian forest insects. 23. A revision of the genus Glycaspis (Homoptera: Psyllidae) with descriptions of seventy-three new species. The Australian Zoologist, 15, 248-342; Morgan, F. D. (1984). Psylloidea of South Australia. Adelaide, South Australia: Government Printer 136 pp; Moore, K. M. (1988). Associations of some Glycaspis species (Homoptera: Spondyliaspididae) with their Eucalyptus species hosts. Proceedings of the Linnean Society of New South Wales, 110, 19-24."
